Latitude,Longitude,Century_of_Origin,Known_Date_of_Origin,Dedication,Active_Devotion,MRO_Devotion,RAS)"
41.890864,12.477863,20,1901,2.188,0,,0
41.885994,12.518982,20,1901,2.22,0,,0
41.882936,12.520858,20,1901,2.22,0,,0
41.89206,12.47657,20,1924,2.222,0,,0
41.894737,12.477495,20,1924,2.222,0,,0
41.893753,12.478448,20,1924,2.222,0,,0
41.91177,12.49256,20,1924,2.222,0,,0
41.893268,12.479593,20,1924,2.222,0,,0
41.87401,12.517139,20,1901,2.2222,1,2016,2
41.891198,12.520823,20,1956,2.222222,1,2019,1
41.892648,12.489796,20,1901,2.22222222,0,,0
41.897904,12.473894,20,1901,2.22222222,0,,0
41.895315,12.462089,20,1901,2.22222222,0,,0
41.887786,12.47745,20,1901,2.22222222,0,,0
41.882648,12.542408,20,1950,2.22222222,1,2017,1
41.89468,12.49075,20,1954,2.22222222,1,2016,1
41.905451,12.457908,20,1901,2.222222222,1,2016,1
41.884786,12.52067,20,1901,2.222222222,0,,0
41.885416,12.521318,20,1901,2.222222222,0,,0
41.90068,12.45637,20,1944,2.222222222,1,2016,2
41.914075,12.45394,20,1952,2.222222222,0,,0
41.941658,12.420853,20,1901,2.222222222,1,2017,1
41.89547,12.490395,20,1901,2.222222222,0,,0
41.878589,12.472311,20,1901,2.222222222,0,,0
41.879615,12.476425,20,1901,2.222222222,0,,0
41.882308,12.476436,20,1901,2.222222222,0,,0
41.934452,12.448936,20,1953,2.222222222,0,,1
41.884833,12.521482,20,1901,2.5,1,2014,1
41.89109,12.47686,20,1901,2.888,1,2015,1
41.89518,12.48064,20,1932,2.999999,0,,0
41.886022,12.521853,20,1901,3.1,0,,2
41.882779,12.543166,20,1922,3.1,0,,0
41.88285,12.543122,20,1934,3.1,0,,0
41.906612,12.514297,20,1944,3.1,0,,0
41.888517,12.529731,20,1901,5.555,0,,0
41.883674,12.541659,20,1901,5.555,1,2014,0
41.888954,12.423199,20,1901,5.5551,0,,0
41.89645,12.49661,20,1901,5.5555,0,,0
41.918702,12.50269,20,1927,5.5555,0,,0
41.918765,12.502735,20,1927,5.5555,0,,0
41.885354,12.541486,20,1901,5.555555555,1,2017,0
41.886155,12.5226,20,1901,5.555555556,0,,0
41.894892,12.47429,20,1901,7.724444444,1,2016,2
41.891197,12.477011,20,1901,9.9988,0,,0
41.886144,12.463008,21,2004,1.23,1,2017,1
41.88373,12.535489,21,2005,1.23,1,2017,1
41.893886,12.472465,21,2001,2.1,0,,0
41.862255,12.542919,21,2012,2.1,1,2014,1
41.898484,12.467742,21,2018,2.122222,0,,0
41.887799,12.532022,21,2017,2.129,1,2017,1
